Tweet,Avg,Sentiment
@TheWeldingRoom @Apple @Monster @redbull You need to try the Ultra Red Monster!,0.0,Neutral
@ThisDueeMarco @Apple thats annoying they never get stuff right the first time.,-2.0,Negative
@TomAdler @shortyawards @Apple I agree. 'Get' does not explicitly imply free.,0.0,Neutral
@Tyniaaaa_ FUCK @JColeNC and @apple,-2.0,Negative
@UNLVgirl @Apple gotta switch to that Android life #Galaxy,-2.0,Negative
@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple,-2.0,Negative
@VRich_ I want a gold metallic MacBook to go with my iPhone 6 plus @apple,0.0,Neutral
@VentureBeat @obrien .@Apple First to own 2600 digital lang. IP is NEW leader of the Internet /games .@samsung #games ,0.0,Neutral
@VerenaSu @OneRepublic @Apple life ... :D,0.0,Neutral
@VerizonWireless how many weeks will by iPhone 6 be pushed back. Currently at 5 @apple,0.0,Neutral
@WEMO any work on #homekit integration with @apple ?? Looking to purchase but want to get something that is #homekit ready,0.0,Neutral
@Windows And yet I somehow would rather have a MacBook Air. @Apple,2.0,Positive
@Windows it is funny that you need an old @apple @mac to promote your new @lenovo #applesetsthetrend,2.0,Positive
@YeagerBeats is back with another #HowTo @apple #LogicProX Tutorial #StepInputKeyboard Check it out! -,0.0,Neutral
@YogscastSjin WOW!! The yogscast is now even sponsored by @Apple XD,0.0,Neutral
@YouKantFindMe @Apple kashka and clave own your mind,0.0,Neutral
@_LanaCarine_ @Apple doesn't have a twitter @Applebees this is your problem now,-2.0,Negative
@_emilymahon @nosheenh2oo9 @Apple shut the hell up,-2.0,Negative
@aaronpaul_8 @YoBitch you have to do an android version... or I'll change to @apple @iPhone,2.0,Positive
@abbey_ivey here ask my friends @ @apple,0.0,Neutral
@ace_kit_uk @office_nerd @Apple Is this deal still available?,0.0,Neutral
@afrobugeisha @Apple how if I'm an apple supporter,0.0,Neutral
@afrobugeisha @Apple watch it!!!!!,0.0,Neutral
@afrobugeisha @Apple you lol,2.0,Positive
@agiletortoise Once again @apple is inconsistent with app rules to maintain their Plausible Deniability. Sorry to hear that Greg @draftsapp,-2.0,Negative
@alharding if only @apple had robots reviewing apps!,0.0,Neutral
@allandthompson @Apple Let me just go ahead and get this one out of the way: 'U gonna get a VIRUS &amp; ur whole house will explode!',-2.0,Negative
@alzaabi741 @Apple I wish I could man.. I wish I could..,0.0,Neutral
@angelicaxpham does it look like i fucking have 12 days @apple,-2.0,Negative
@angusdick yes had that exact issue. Took it to @apple for a free battery replacement. Trackpad ended up being fine.,0.0,Neutral
@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(,-2.0,Negative
@apple #Yosemite has ruined my wifi,-2.0,Negative
@apple #YosemiteProblems Erases my saved pass words every day. This is getting annoying.,-2.0,Negative
@apple #apple #iphone @iphone #iphone4s #iphone4problems SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS,-2.0,Negative
@apple #apple corporate raiders selling weak products that stop working within weeks&amp;apple gets out of warranty by claiming dampness,-2.0,Negative
@apple #apple tech support is so nice. Free stuff!! Sucks about the ringtone issue though...,2.0,Positive
@apple #greatservice thanks for helping me out. #sylvester,2.0,Positive
@apple #iPhone6 running #ios811 sporadically hangs. Doesn't seem to be when running any app in particular sometimes none run and it hangs.,-2.0,Negative
@apple #iPhones Of The Future Could Save Themselves When You Drop Them ,0.0,Neutral
@apple #ios8 #iphone6 #issues device with voicemail. 4 the phone being a phone it seems under developed. Ie:listen message and take a note!,-2.0,Negative
@apple #ios8 The lack of true keyboard integration is KILLING me! Half-assed implementations aren't solutions!,-2.0,Negative
@apple #iphone @EsteeLauder @ralphlauren @katespadeny purse shown below! #WishList ,0.0,Neutral
@apple #macos #yosemite is a buggy piece of shit. It makes me miss #windows8.,-2.0,Negative
@apple #stevejobs Sometimes to control the whole world with your ideas itå«s necessary to test them in a hard way... ,-2.0,Negative
@apple - bring back #classiciPod #cantbelieveitsgone,-2.0,Negative
@apple @AppStore I want to exchange a sealed 16GB air 2 for a 64GB air 2 I will pay the difference. May I do this in a store?,0.0,Neutral
@apple @Disney Why can't I buy any version let alone the version I actually like of Star Wars on @iTunesMovies #stupid #lame #StarWars,-2.0,Negative
@apple @TMobile @tim_cook @JohnLegere there is an issue with apple and T-Mobile and calls on LTE dealing with both companies for weeks now,0.0,Neutral
@apple @drdre next big thing. Wireless earbuds. Aka earplugs with sound. Soundplugs,0.0,Neutral
@apple @iBooks is awesome. Thank You!,2.0,Positive
@apple @iphone @emoji it is 2014 why is there no canadian flag in the emoji keyboard?,0.0,Neutral
@apple @iphone4 oh it's not fair and i think you're really mean,-2.0,Negative
@apple @jetbrains It only happened once - perhaps because I had no network? This is and was my setting : ,0.0,Neutral
@apple @microsoft @stevejobs @BillGates common somebody ,0.0,Neutral
@apple @nike #BlackDollarsMatter: An Open Letter to the Companies That Support #LGBTQ Marriage Equality/Civil Rights. ,0.0,Neutral
@apple @stevejobs @iTunesMusic yooo fam it's been 48 hours where's my email back I need that @JColeNC album when it drops,-2.0,Negative
@apple @testflightapp You should tell testers that if using Gmail on iOS your app won't work. Doesn't tell testers at all.,-2.0,Negative
@apple @tim_cook its 28 mb ! Why do i need WiFi to install it???? ,-2.0,Negative
@apple @verizon where the fuck is my phone it shouldn't take this long.,-2.0,Negative
@apple BS that US-purchased iPhone 5 not covered by battery replacement program () in India. Arbitrary unfair. Fix!,-2.0,Negative
@apple Contact sync between Yosemite and iOS8 is seriously screwed up. It used to be much more stable in the past. #icloud #isync,-2.0,Negative
@apple DUCK OFF,-2.0,Negative
@apple Early Adoption Issues?? for #ApplePay #blackfriday #Tokenization ,0.0,Neutral
@apple Excellent customer service thanks Ian #applestorecoventgarden,2.0,Positive
@apple Hi! A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased but they appear in my credit card,-2.0,Negative
@apple I FUCKING HATE YOU ,-2.0,Negative
@apple I am beginning to think your products are crap,-2.0,Negative
@apple I cannot see the airplay icon on my macbook air in order to show whats on my computer screen onto my TV through apple tv,-2.0,Negative
@apple I hate the microphone shit on the imessage please take it the fuck off,-2.0,Negative
@apple I have been on hold for 30 minutes thank god I sold most of my stock is this comcast or apple?,-2.0,Negative
@apple I really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low,-2.0,Negative
@apple I think Steve Jobs would have been proud. #ICantBreathe ,2.0,Positive
@apple I thought I was taking my selfie to a new level when I switched from the #htcone to #iPhone6Plus #disappointed ,0.0,Neutral
@apple I want my pictures back,0.0,Neutral
@apple I wish camera on the side in next #iPhone and #landscapeTwitter on @twitter app in new #2015! #RD,0.0,Neutral
@apple IOS8 is still shit,-2.0,Negative
@apple SMD with us weak as phone b!!!,-2.0,Negative
@apple STOP TRYING TO BE LIKE SAMSUNG I CHOSE YOU AND NOT SAMSUNG FOR A REASON,-2.0,Negative
@apple Siri was wildin last night yall need to get her ,0.0,Neutral
@apple U need to get ur fucking shit together and let me txt while on YouTube,-2.0,Negative
@apple What a nice piece of crap you've created. Great job. Pay more get less #crapple #fail,-2.0,Negative
@apple What do I need to do if my mac has been really slow lately ?,-2.0,Negative
@apple Why is your NYC Grand Central store so bad when it comes to service? 14th Street is much much better...,-2.0,Negative
@apple You know your iPhone is fucked when the lettering on the screen goes back-to-front..,-2.0,Negative
@apple all this despite the fact that the mpeg 2 component CAME WITH MY PURCHASE OF FINAL CUT PRO.,0.0,Neutral
@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh,-2.0,Negative
@apple and @facebook I speak for all of humanity; We want to chose what contacts are added to our contacts book from #facebook #thanks,-2.0,Negative
@apple awards @RegisCollege_MA with Distinguished School honor. #iPads,0.0,Neutral
@apple bought a new iPhone 6 never gets reception in the same places my 4s did and battery life is worse. #nomoreapple,-2.0,Negative
@apple but i can't use the component on my tcp install disc due to the stupid os update. so now i have to pay 20 bucks to re-download it?!,-2.0,Negative
@apple can i exchange my iphone for a different color lmao i changed my mind,0.0,Neutral
@apple doesn't even own that handle? LOL SIRI knows NOTHING is what I wanted to tell you Mac peeps,-2.0,Negative
@apple don't delete music off of my iPhone that I payed GOOD MONEY FOR,-2.0,Negative
@apple emojis en mac pleaaaase! :(((,-2.0,Negative
@apple everybody else can track when stuff will show up why can't you? #USPS has great small package tracking.,0.0,Neutral
@apple fix os x please.,-2.0,Negative
@apple fix this.,-2.0,Negative
@apple fuck yo shit,-2.0,Negative
@apple fuck you bitches my phones abrick and stuck on the apple logo,-2.0,Negative
@apple fuck you,-2.0,Negative
@apple fucking let everyone name the group chats their own things please and thanks,-2.0,Negative
@apple get cha shit together and fix my phone !!!,-2.0,Negative
@apple get your shit together with group chats on ios8.0,-2.0,Negative
@apple get your shit together.,-2.0,Negative
@apple goes red for aids awareness #ProductRED #fuckaids every like i get this month a will donate a quarter,2.0,Positive
@apple had a dream last night where I downgraded my #iPhone to a 4S and spent the rest of the dream trying to figure out what to do. #shame,-2.0,Negative
@apple happy new month,2.0,Positive
@apple has caused me so much pain today,-2.0,Negative
@apple hey nvm but I shouldn't have to restart my phone to make it work,-2.0,Negative
@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..,-2.0,Negative
@apple iBooks picks OPERATION PAPERCLIP as one of the Top Ten NonFiction Books of the Year. #BestBook2014 #iBooks2014.0,0.0,Neutral
@apple iCal AGAIN!!! it reset all my recurring in spite of months of individualizing each one per current date. #fail #icloud #sucking,-2.0,Negative
@apple ima need yall to get your shit together my phone is fucking up something serious,-2.0,Negative
@apple is laughing its pants off with the school programs here in Australia. They even manage to wringe money out of the poorest of people,-2.0,Negative
@apple is there no way to tag a photo on iphone? I'd like to see only my cat photos #apple #ios,0.0,Neutral
@apple is this how you train your employees to deal with issues?? To hang up on the customer? After 15 fucking minutes of me waiting on hold,-2.0,Negative
@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS,-2.0,Negative
@apple let me shake the phone to move the apps after double clicking the middle iPhone button please,0.0,Neutral
@apple make SD cards so we can add memory to our iPhone because we all know you won't allow SD cards until you profit from it,-2.0,Negative
@apple make a fucking phone so the screen doesn't break. I want my phone to be naked and free.,-2.0,Negative
@apple make bigger storage,-2.0,Negative
@apple make some better chargers fam or make them cheaper cuz rn this ain't getting the job done,-2.0,Negative
@apple my app store aint working. y??,-2.0,Negative
@apple my laptop is burning my legs what do u have to say about this,-2.0,Negative
@apple need to come out with new emojis. Perhaps one that is a @Raptors claw,0.0,Neutral
@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite,-2.0,Negative
@apple new voice texting......how about just hit DIAL instead#whataconcept say no to #apple-aid,-2.0,Negative
@apple official I have 2 appletv's constantly loosing network co Watching tv media is impossible Can you re,-2.0,Negative
@apple on hold 56 min....,-2.0,Negative
@apple one of my iPhone 5 speakers just stopped working that's not cool..send me the iPhone 6 and I will forgive you,-2.0,Negative
@apple please can I have new phone for Christmas? #spreadsomejoy,2.0,Positive
@apple please get yourself together! I need my products to work!,-2.0,Negative
@apple please make an iflipphone,0.0,Neutral
@apple please stop notifying me to 'upgrade iCloud storage' because I do not use iCloud enough to upgrade it nor would I pay for such things,-2.0,Negative
@apple please work on being able to still use your phone when someone calls you so I can successfully ignore my moms call while on Twitter,-2.0,Negative
@apple pls make better chargers :),-2.0,Negative
@apple plz kill Verizon soooo I don't have weird apps and passcodes and synchronized locations on everything,-2.0,Negative
@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging,-2.0,Negative
@apple really needs to do something about these bullshit cords,-2.0,Negative
@apple should buy @nintendo and @sega. They'd get emulation characters game content/portfolios brand recognition and developer contacts.,0.0,Neutral
@apple should really invest in terabyte storage,0.0,Neutral
@apple so thanks for being greedy assholes who force me to pay to get something THAT I ALREADY FUCKING PAID FOR WITH FINAL CUT PRO.,-2.0,Negative
@apple thank you ,2.0,Positive
@apple thanks for making the shittiest chargers,-2.0,Negative
@apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt,-2.0,Negative
@apple u niggas really put this weak ass album n this gay ass artwork on my iPhone? Im bout to go buy my first Galaxy ,-2.0,Negative
@apple u used to b cool what happened,-2.0,Negative
@apple update twitter for ipad pls or kys,0.0,Neutral
@apple ur a disgrace,-2.0,Negative
@apple ur products are shit they break 24/7 ur ruining my life,-2.0,Negative
@apple well done you #cunts my printer don't work since your #fucking #Yosemite #UPDATE #Pricks!,-2.0,Negative
@apple what is my iPhone not know the difference between too two &amp; to,-2.0,Negative
@apple when are you going to fix the maps app. The navigation sucks!!! Face it and just switch to google maps.,-2.0,Negative
@apple when u gonna publish 64gb again to nationwide store i almost cry,-2.0,Negative
@apple where the iPod 6 at doe?,0.0,Neutral
@apple why can't i fnd netbot on app store !? help ASAP,-2.0,Negative
@apple why did you make it so difficult to get help with your products? I just wasted 45 minutes of my life online and still am nowhere.,-2.0,Negative
@apple why doesn't your people explain precautions when buying an expensive laptop,-2.0,Negative
@apple why is it that your iPhone's alarm fails to work sometimes?? I missed 3 bonus points from a class because of this. Sooooo annoyed,-2.0,Negative
@apple why isnt the WWA movie on iTunes,0.0,Neutral
@apple why the fuck when I leave my charger at home do I gotta start sending my goodbye texts at 10:09am?,-2.0,Negative
@apple why was the iphone 4 ever created,-2.0,Negative
@apple y'all shitty,-2.0,Negative
@apple y'all should put the apple symbol into the home button on yalls next device,0.0,Neutral
@apple yall some hoes,-2.0,Negative
@apple yo these new headphones i got with my 6 dont work so send me some new ones. Ill dm u my address,-2.0,Negative
@apple yo when ya coming out with the charger case for the 6? Hurr Up,-2.0,Negative
@apple you are loosing all the things that used to make you so much better to live with than windows,-2.0,Negative
@apple you should make more emojis,0.0,Neutral
@apple your chargers suck ass! They just love to break!,-2.0,Negative
@apple your freaking computer went psycho and ruined my life thanks a lot!!!,-2.0,Negative
@apple#ipad #irig For the price to connect my guitar I could buy a real amp loud enough to perform! #ripoff,-2.0,Negative
@apple's calendar app has judiciously listed virtually every holiday imaginable - yet neglects my birthday.,-2.0,Negative
@apple- thanks for xtra checkin at upper westside store- but why are appointments running almost 50 minutes late?,0.0,Neutral
@apple-dee-ap Early Signs of Liver Damage &amp; How to Strengthen Your Liver ,0.0,Neutral
@applenws @Apple @AppleProducts Ok yall need to reverse my phone back to iOS 7 bc I can't do this anymore,-2.0,Negative
@applenws @AppleProducts @Apple ok look yall still ain't reversed me back to iOS 7. idk what the hold up is but ima need yall to get on it,-2.0,Negative
@arstechnica @joemullin Come on @Apple @Google et al.-get your STB together so we can bypass cable/satellite companies.,-2.0,Negative
@aydlettgwyn13 @apple please educate us,0.0,Neutral
@baseballbridget @apple we couldn't even get a turkey for TDay so they just don't care... #appleemojissuck,-2.0,Negative
@benh4ll @netflix @Apple @tim_cook Great news! hope your wifi gets sorted though!,2.0,Positive
@bonerforesst @HeadxCreeps @Apple bought this maybe two weeks ago and it's already started lol. ,0.0,Neutral
@brandivatemktg @Apple - Integrity cures most evils. #MFi in this case will too!,0.0,Neutral
@brettgilmour @Apple You're not the only one apparently based on that last interview we did with @carmilevy,0.0,Neutral
@briankardell @jacobrossi @Apple Apparently even the info if a bug is going to be fixed must be kept secretly. Apple says f*** you to devs.,-2.0,Negative
@briannaUrie @Apple Their autocorrect is so shit too,-2.0,Negative
@briannalengy @JessicaB515 @Apple apple I'm gonna sue you for thatb,-2.0,Negative
@britt_bumgarner @briannalengy I mean it didn't auto correct so who is really at fault here @apple,-2.0,Negative
@brock_and_r0ll @Apple @sam_sock hey I look weird af,0.0,Neutral
@brwnskin_beauti cause fuck @apple,-2.0,Negative
@brycehendersonn o wow @technology @stevejobs #GamerGate @IGN @Machinima @gameinformer @Apple #64megaherts got me there,0.0,Neutral
@buzz I sit home every Friday night waiting for an invitation to join an @Apple dev team. (looks at his phone) They'll call me one day.,0.0,Neutral
@calemcmartin blame @apple,-2.0,Negative
@capitolization @Apple I believe they are only online but you may be able to 'ship to store'.,0.0,Neutral
@carlquintanilla Thanks for all the #AAPL coverage we're all so deeply invested in this one stock; in my biz you can't ignore it....,0.0,Neutral
@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol,0.0,Neutral
@cehajek @tschwettman @Apple ellyeah vine this is gonna be the worst day of my liiiiife ohhh yeaaaaah,0.0,Neutral
@ch0ng_li @Apple I'll take a look at that. I'm fed up with iPad well &amp; truly..,-2.0,Negative
@cooolestnerd and these are the top places to work: @twitter @google @yahoo @facebook @apple doesn't reflect society's makeup.,-2.0,Negative
@cooolestnerd what concerns me: These Co's are in a position to do so much good for POCs. @twitter @google @yahoo @facebook @apple,0.0,Neutral
@cynthialanel @twitter silicon valley as a whole needs to step up the same 2% @google @yahoo @facebook @apple ,0.0,Neutral
@cynthialanel these are the most power co's in the world and they could care no more than 2% @apple @twitter @google @Yahoo @facebook,0.0,Neutral
@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR) Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown,-2.0,Negative
@daninicolexo Yo whatchoo meeeeean goreella glazz giirrl daaam I ain'o monkee @Apple,0.0,Neutral
@daulfn @AppleUK_ @Apple I have a Windows lappy which works well and was half the price of the alternative,-2.0,Negative
@daulfn @AppleUK_ @Apple It's what most of our devs do,0.0,Neutral
@daviddavidw @AugustSmartLock you know what #sucks ? @apple stores have had these locks weeks before many who preordered. #smh,-2.0,Negative
@deet @Apple I'm a rebel (sometimes aka a Luddite). :p :),0.0,Neutral
@dimu4ever @timcook @apple help for wetin? Lol,0.0,Neutral
@dimu4ever @timcook @apple lool. See dis man eee :D,0.0,Neutral
@dougluberts @Apple Is it the 128gb version?,0.0,Neutral
@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.,-2.0,Negative
@dpan yes! Hear that @apple?,0.0,Neutral
@drewbsaunders Thanks. Also interestingly @apple isn't Apple.,0.0,Neutral
@edvones @Apple @traffordcentre 'But you see sir its how you handle them' No its not if so robust why a wall full of them....#appleporkies,-2.0,Negative
@edwardkb haha iPhone #autocorrectfail -- @apple not @Applebees !!,0.0,Neutral
@eliransapir @Apple ok duly noted,0.0,Neutral
@elubow @Apple a drink says you have a new one in under 15 min,0.0,Neutral
@elubow @Apple probably thanks shipping carrier,0.0,Neutral
@em_magazine @apple been hearin' alot of bad drums lately including ahem let's hope they check this guide out,0.0,Neutral
@engadget @apple It happened to me.,0.0,Neutral
@engadget why are apple users surprised? @apple tells them how to hold their phones what's on their phones &amp; what they can listen to #isheep,-2.0,Negative
@eternalmuke wtf Siri step your game up @apple,-2.0,Negative
@fcbliam @apple fix this,0.0,Neutral
@fireatwill @Apple I wrapped my charger and it began smoking. Do better Apple.,-2.0,Negative
@fullcircleone ThanX! Big @Apple ThanX goes 2 @stackizshort &amp; @Rebelutionary_Z on the ground #Ferguson2NYC #BlackLivesMatter #ICantBreathe,2.0,Positive
@fundulz @Apple yeah I mean @IE is super great,0.0,Neutral
@ganondaIf why is the quality so bad on these WEBCAM PICS EXCUSE ME @APPLE,-2.0,Negative
@getlolo_ @apple explain this please ,0.0,Neutral
@ggheorghiu @mhmcquiston's solution is offering an integration suite something like @apple's approach,0.0,Neutral
@ggwpapple higher ups can link that link back to your @apple.com email address,0.0,Neutral
@google @facebook @intel @apple Pay your taxes in our country!!! ,-2.0,Negative
@googlenexus Support said can't test NFC so can't assume my phone is not working. Keep saying can't DOES HELP. I'll go back to @Apple.,-2.0,Negative
@gr8american23 i've made clear i support rand paul in 2016 in most cases. why is everyone pigeonholed as red or blue? also u like @apple?,0.0,Neutral
@granitewinger @Apple Beware of anything that includes the word CARE.,-2.0,Negative
@hoos @apple do not navigate it in this way,0.0,Neutral
@iTunes @apple my music library wont sync new music etc iTunes tells me sync completed nothing new uploaded how do I fix this? FRUSTRATING,-2.0,Negative
@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!,-2.0,Negative
@iamrayuko @Apple because you know you don't want none!,0.0,Neutral
@iamrayuko @Apple who're you talking to,0.0,Neutral
@iirwanks ICK YO @apple Autocorrect RUSE,-2.0,Negative
@ikerscasillas currently googling on how to downgrade to Mavericks again thanks @apple,-2.0,Negative
@illogikal @Apple nigga fuck yo couch lol,-2.0,Negative
@itsashleyperez @Apple This is an obsession of yours.,0.0,Neutral
@itsblaney hey @Apple why is this happening to my phone,-2.0,Negative
@jacobrossi yeah seriously... why doesn't @Apple have one? Good developer relations I think to have one.,-2.0,Negative
@jakeflem @Apple But it won't fix the problem for good could back and you might have to change the logic board check with Apple Genius :(,-2.0,Negative
@jakeflem @Apple I had to get my logic board completely replaced if it's under warranty they'll do it for free - make sure to back up b4.0,0.0,Neutral
@jakeflem @Apple Some info for you: Hope it helps. #PinkScreenOfDeath,0.0,Neutral
@jakeflem @Apple Sorry that you're going through that hope you get this fix it was a real pain for us too but Apple care cover it for free,2.0,Positive
@jakeflem @Apple That sucks don't know what it cost in dollars but for us that was å£400 :(,-2.0,Negative
@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair,0.0,Neutral
@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM ,-2.0,Negative
@jakeflem @Apple Yeay! Glad it all worked out for you :),2.0,Positive
@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,-2.0,Negative
@jakeflem @Apple good we got a new shiny macs too so we will keep this handy!,2.0,Positive
@jakeflem @Apple take it in. that's a faulty graphics card which was recalled. had exact prob they replaced mine (for free) out of warranty,0.0,Neutral
@jakeflem @Apple what year is it?,0.0,Neutral
@jaureganoo @Apple i say we start a riot. or something. i can supply the pitchforks,-2.0,Negative
@jeffstaple Tell @apple to update their events page. There's no listing for your presentation.,0.0,Neutral
@jengolbeck @Apple Yep the only jump I'd make from my 5 now is to 5S. At least good deals on 5S now with 6 out.,2.0,Positive
@jengolbeck @Apple agreed,0.0,Neutral
@jengolbeck @Apple introducing iGlove an Apple product allowing one to single-handedly operate an iPhone 6.,0.0,Neutral
@jimcramer Tks for setting the record straight for @apple investors!!!,0.0,Neutral
@jimcramer What is going on with #aapl....,0.0,Neutral
@jimmyPasha_ @apple Another Government Shows Apple The Door ,-2.0,Negative
@jimmyPasha_ @apple apple: nsa infested SHIT ,-2.0,Negative
@jimmymujaj @Apple it works again fucker not being a hoe if it's only one person SMD,-2.0,Negative
@jmroubinek I wish @apple would do something similar! Its almost worth switching to samsung for it,-2.0,Negative
@jokigenki @Apple I think it's like 2011? Can't look right now.,-2.0,Negative
@juji246 @stephanies0601 @BradPaisley @Applebees OOPS. SORRY APPLEBEES. I MEANT @apple,0.0,Neutral
@justinbieber @apple get on it,0.0,Neutral
@kaitlynpearle @Apple get android,0.0,Neutral
@kapelianis @Apple @HP My portfolio is actually doing quite well post-election. October was a bad month.,0.0,Neutral
@kayhlogan @Apple @BillGates the void awakens,0.0,Neutral
@kellyhclay @Nordstrom drops the @apple POS idea and replaces them with VeriPhone products,0.0,Neutral
@kodam13 and #blunderblock if fricking @Apple ever gets their act together!!!!@AppStore we need Blunderblock by@BrandiGlanville,-2.0,Negative
@l0lvivivuvu @sextsatan @Apple And replied... #livingthedream ~ARI,0.0,Neutral
@lanadelreystan KILL YOURSELF @apple,-2.0,Negative
@leiahemilyy @Apple really???,0.0,Neutral
@lihdior_ @apple fuck wrong witchall niggas ?,-2.0,Negative
@lisapjackson any stats on use of @Apple's recycling program?,0.0,Neutral
@losskitty @Apple its always like that with new products from apple,0.0,Neutral
@macmall is the @united of shopping. you have paid but you may or not receive your goods (or flight). @apple far better at #custserv,2.0,Positive
@marcbulandr I could not agree more. Between @Apple @Twitter and @IBMWatson only great things will happen. #AppleandIBM #IBMandTwitter,2.0,Positive
@marxculture @AppleUK_ @Apple Yeh was thinking of doing exactly that. Just wanna install decent unix on ok hardware &amp; live happily everafter,0.0,Neutral
@marxculture @AppleUK_ @Apple ugh I'm no longer a dev remember? I now wear a suit. Oh wait I don't like suits :) Yeh I'll probly do it...,0.0,Neutral
@marxculture @AppleUK_ Thanks I'll keep it in mind. Tho I've lately been so unhappy with everything @apple that I'm moving away from them,-2.0,Negative
@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.,-2.0,Negative
@mattnwells I just wish I could post my #fav #coolclimate #Merlots on @delectable using my @apple flip phone,0.0,Neutral
@maxscottslade @Apple yeah the trackpad is fine and working now! but I had to damage one of the screw holdings to get the battery out,-2.0,Negative
@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form phone call) - ironic for an @apple req that it only supports IE8+,-2.0,Negative
@mcmillanstu @D1PZ... But trying to get launch info ahead of time from telco marketing teams was a nightmare - thanks @apple!#EcomChat,-2.0,Negative
@michael_stephen @Apple sorry forgot you were on apple device...on @Lumia that was process,0.0,Neutral
@midnight Its unfollow unlike Tuesday? How many can you unlike #unfollow? #SocialCleanUpTuesdayMaybe @Charter or @Apple #AntiDrama @FoxNews,0.0,Neutral
@migreyes @dhh thank @apple.,0.0,Neutral
@mixbreed_lexie @apple wrong @,0.0,Neutral
@mochasucks @renoxalex @Apple that's what I'm saying!!!!,0.0,Neutral
@morrisjordan42 I would say it had a good life but fuck man little guy was only like 3 mths old fck u @apple and ur piece of shit chargers,-2.0,Negative
@nheagy @apple needs to stop auto arranging the home screen and allow users to position apps wherever they want.,-2.0,Negative
@nialIhburn @Apple TRES,0.0,Neutral
@nickruz4 @Apple I can't I just got a new phone /;,0.0,Neutral
@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch,-2.0,Negative
@nosheenh2oo9 @Apple this is my most favorite tweet,2.0,Positive
@ohaiigloria @hahahamark @apple explain yourselves,-2.0,Negative
@ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple,0.0,Neutral
@ok_fatty @apple thanks 4 almost burning my house down,-2.0,Negative
@optionmonster IMHO #oil is going lower no reason not to no bottom here. Also BTW #AAPL is going $200. @CNBCClosingBell #boldstatement,0.0,Neutral
@pambesteder @TeamCavuto @Apple well said,2.0,Positive
@panic @jpetersen good call I thought @Apple was going to compete with dropbox @droplr etc. This is a bad sign like my MacPro std 250GB HD,0.0,Neutral
@pdbogen Yeah it's not for everyone. I sold my soul to @Apple a while ago. Thanks for the link!,-2.0,Negative
@pill0w_talk well dey need one get on it @apple,0.0,Neutral
@prettynumbers @TeamCavuto @Apple Also Steve Jobs? Overrated. ,-2.0,Negative
@prettynumbers @TeamCavuto @Apple For so many reasons. ,0.0,Neutral
@pwilke @google @Apple @facebook ughhhh can @uber just see itself out already.,0.0,Neutral
@radbarakat @Apple aPPLE SUPPORT HAVE A TWITTER I THINK,0.0,Neutral
@radbarakat @Apple i dOMT THINK SO,-2.0,Negative
@remuuusss @apple fix this,-2.0,Negative
@renoxalex @Apple or hang loose ???,0.0,Neutral
@renoxalex @Apple so sick @tacobell is petitioning for one,0.0,Neutral
@robconeybeer: You need an IP portfolio to defend against big companies - just look at @Samsung @Apple court battles,0.0,Neutral
@sacca If #simplicity was hard to charge for why is #AAPL the most valuable company? #ipad,0.0,Neutral
@sammcmanusss @Apple idk it just happend though,0.0,Neutral
@sampepper can not believe that @apple are still with you given the nature of what u have been accused of. disgusting.,-2.0,Negative
@sashametro @mayhembcn @apple happy to help..if u use kind words :). Using apple process is free and fast. DM with ?,2.0,Positive
@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.,-2.0,Negative
@scarlettsinatra @LunchGod @Naivana_ @apple simple solution ,0.0,Neutral
